Gene1,Gene2,label
NFYC,SEC62,0
BACH1,EYA1,0
CDK12,GFI1B,0
CTNNB1,TAF2,0
SMC1A,KIAA0895,1
RYBP,REST,0
HMGB2,ERLIN2,0
NR1H3,WBP4,0
EPC1,NRF1,0
SMAD2,MRPL24,1
TEAD4,RAD1,1
USF1,GATA4,1
ZBTB40,DNAJC6,0
GATA2,USP15,1
KDM5B,SLC25A4,1
EP300,PBLD,1
NFYC,SLC25A4,1
SOX9,WDR43,1
BCL11A,MAX,1
PRDM1,CLUAP1,0
HAND2,SRF,0
DNMT3B,GSN,0
KAT7,PRUNE2,0
GFI1B,LONP1,1
THAP11,EGR1,0
FOS,ATF2,1
NR1H3,BCL11A,0
NUP153,NAA38,0
TP63,PLK3,1
SOX9,TAF7,0
JMJD1C,MLLT3,1
SMAD2,HPD,0
EOMES,GSN,1
ASXL1,SLC36A1,0
NUP98,SNRPB2,0
TAL1,FASTKD5,1
CDC73,CPPED1,0
BRD3,BFSP1,1
GATA6,BRD3,0
CDK12,RPL26,0
ZNF207,ATF3,0
ATF2,TFAP2C,0
SMAD3,HSF1,1
NUP98,GNAI2,0
TAF2,SOX2,1
SMAD4,TAL1,0
TRIM28,TACC2,1
GATA2,PHTF2,1
SOX9,SLC24A1,1
SOX2,POU5F1,0
ZNF274,ERLIN2,0
NUP98,RXRA,0
KAT5,NCBP2,0
EP300,AP3S2,1
PRDM1,AHCY,0
AR,SMAD2,1
SMC1A,RNF43,1
PAX7,CTCF,0
GATA2,RPL5,1
GATA6,PCBP2,1
MXI1,C4orf46,1
BACH1,GOT2,1
KDM1A,CUL4A,1
NR5A2,CUL4A,0
HAND2,MCOLN1,0
SMC1A,TACC2,1
TAL1,SH2B1,1
HNF1B,STRA6,0
CTNNB1,DNMT3B,0
KDM5A,AFF1,0
HEY1,GARS,0
ZBTB40,BCOR,0
ZNF331,PTPN4,0
NUP98,KIAA0895,0
TET2,MRPL24,1
NUP153,HIST1H4K,0
TET1,SSBP2,0
NR2F2,FAHD1,1
FOXA1,CDKL3,1
LEF1,CCDC92,0
PDX1,NUP107,0
CDC73,MYC,0
FOXA1,SUGT1,1
INTS12,CGGBP1,1
SOX2,TNPO1,1
FOXN3,CCNL1,0
ZFP42,HIST1H4J,0
SMAD2,HIST1H4C,0
SIX5,IPO13,1
TBL1X,SLC4A2,0
NR2F2,RGPD2,0
SP1,SP4,1
WRNIP1,GPN3,0
HAND2,FAM120B,0
MAFK,EIF4E2,0
FOXH1,SNAI2,0
SP2,SLC36A1,1
PRDM1,ZER1,0
ZNF207,TEAD4,0
ZFP42,TACC2,0
KAT7,BRD2,1
BCOR,NSUN6,1
KDM5A,GNAL,0
STAT3,UBOX5,1
USF2,NUF2,1
SIRT6,C4orf46,0
SMC1A,ACCS,1
ZNF143,EARS2,1
BRCA1,SAR1B,1
ASXL1,LUC7L2,0
TET2,JUND,1
RBBP5,KIFC3,0
SOX2,BANP,1
USF2,HSP90AB1,1
BRD1,TAF7,0
SNAI2,CCDC90B,0
MYC,RANBP2,1
GFI1B,SOX2,0
DMAP1,CDC123,0
GFI1B,HSPA9,1
FOXP1,MAST4,1
LEF1,STX16,0
RAD21,TUFM,1
POU5F1,BRD4,1
LEF1,RYBP,1
STAT3,GTF2H2,0
BRD1,NOTCH2,0
NR1H3,TRIM28,0
FOXP1,HAND1,0
NFYC,UCHL1,0
HDAC2,CENPL,1
TET1,UBTF,0
CDC73,HSF1,1
BRD4,MTRNR2L2,1
HMGB1,AFF1,0
NUP153,SOCS4,0
WDHD1,FOXN3,0
USF1,DDX59,1
GATA3,NR2F2,1
USF1,SAR1B,1
NUP153,AURKAIP1,1
MXI1,DARS2,1
RBPJ,VTA1,1
PALB2,STEAP2,0
EGR1,B3GALNT2,1
TET2,NOL11,1
FOXH1,ZNF589,0
INTS12,CCNT1,1
RXRA,HEXB,1
EP300,PHB2,1
OTX2,FAM76A,1
RAD21,KAT5,1
KDM5A,FAM76A,0
TBP,PALB2,1
JUND,GTPBP10,1
FOSL1,REST,0
BRCA1,C12orf73,0
SIRT6,DTWD1,0
SMAD1,SLX1B,0
STAT1,PDE4DIP,0
KAT5,GTF2H3,0
ZNF143,GFM1,1
EOMES,EIF2D,0
TCF4,CCDC107,0
GABPA,MEST,1
ZNF331,ZNF207,0
NFYC,TFAP2C,0
DMAP1,CAMLG,1
ZNF143,STRA6,1
KDM5A,BRD1,0
NUP98,FOSL1,0
EP300,GNAL,1
ZNF3,ZNF207,1
TP53,PCGF1,1
SP2,SALL4,0
PRDM1,TBPL1,1
ZFP42,MPHOSPH10,0
MAFK,RAD21,0
ASXL1,SMAD4,0
KDM4A,AMOTL2,1
RBPJ,SLX1A,0
SAP30,HNRNPH1,1
GATA6,HAND1,0
HNF4A,NPAS4,0
BANP,GTF2H3,0
BRCA1,TRMT2A,1
RNF2,USP53,1
CDC73,PDE4DIP,0
NUP153,HIST2H4A,0
NANOG,PTPN4,1
HMGB1,AHCYL2,0
CHD7,TIMM22,0
TAF7,GATA4,0
MXI1,ZNF76,1
SMAD2,ADK,1
WRNIP1,AHCYL1,0
PRDM1,KIF22,1
NR2F2,NPAS4,0
MLLT3,STRA6,0
DMAP1,DAB1,0
LEF1,CBWD5,0
HNF1B,SEC31A,1
RBM39,EIF1AD,1
CTBP2,RC3H2,1
YAP1,SOX9,0
CHD7,CHD9,1
HNF4A,EIF2B4,1
GATA2,WBP4,1
ZBTB40,GABPA,1
JUND,POLE3,1
MAFK,LRRC37A3,1
SOX17,PAX6,0
SMC3,TRIAP1,1
PCGF1,KCTD5,1
USF1,FAM76A,1
SALL4,SSBP2,0
KAT5,NSA2,0
KDM1A,UBE2D3,1
CTCF,SF3A3,1
NUP153,NR2F1,0
JMJD1C,MED23,1
CTBP2,AMD1,1
E2F6,TAF2,1
TAF2,NR2F1,0
FOXA2,SOX17,1
EOMES,COX16,1
FOXA2,KAT5,1
USF1,ABCA3,1
TAF2,TCF4,0
ADNP,NFX1,0
AR,SREK1,1
YAP1,CDC73,1
NANOG,SMAD3,1
ZNF207,SLC3A2,1
INTS12,WDR43,1
CHD1,CUL4A,1
YAP1,CUL4A,0
PDX1,CPPED1,0
INTS12,MRPL44,1
KAT5,ETFDH,0
TBL1X,SOD2,0
KDM5B,TAF7,1
KDM5A,DDX20,0
CDK12,PALB2,0
PRDM1,PRICKLE1,0
CUL4A,PBLD,1
CHD7,CPPED1,0
SOX2,NME1,1
JMJD1C,RFX5,1
LEF1,SLC33A1,1
NR5A2,TIMM44,0
SOX9,CTNNB1,0
BRCA1,PDE4DIP,1
HNRNPH1,CDC25C,0
EZH2,GBA,1
SIRT6,LONP1,1
SALL4,FOSL1,0
KDM3A,EIF2B3,1
TCF4,EIF1AD,1
POU5F1,WDR43,1
GTF2F1,AP4B1,1
CUL4A,NRL,1
DDX20,DHX40,0
MLLT3,PPP1R12B,0
BRCA1,UBE2B,1
SMAD4,RPS13,1
REST,LAMP1,1
YAP1,FOXJ3,1
DMAP1,ADK,0
FOXN3,KPNB1,0
POU5F1,ZER1,1
NR2F2,ZBTB45,1
SIRT6,SRF,0
ATF2,KDM2B,1
ZNF207,USP53,0
MLLT3,BOLA2,0
PDX1,PARP2,0
UBTF,HNRNPD,1
EOMES,EIF2A,0
FOXP1,JUND,1
DDX20,SP1,1
SNAI2,TET1,0
NUP98,MRPL39,0
TCF12,FOXP1,1
USF2,DARS2,1
NUP153,GSN,0
KDM1A,UBR4,1
PDX1,CTBP2,0
BACH1,FAF1,0
NR2F1,RUVBL1,1
ZNF76,ACCS,0
DCP1A,MTRNR2L6,0
ZFP91,DNMT3B,0
NUP153,NMBR,0
DNMT3B,STEAP2,0
GABPA,NOC3L,1
PRDM1,SEC62,0
AFF1,FASTKD5,0
NIPBL,TCF12,1
STAT3,TIGD1,1
FOS,NME1,1
RBM39,BMS1,1
RBM39,TRIAP1,0
ZBTB40,GTF2H2,0
PCGF1,HNRNPD,1
SMAD4,STEAP2,1
ADNP,POLR2J3,0
KDM2B,KLF4,1
BRCA1,POR,1
CEBPB,HIST1H4J,0
BCOR,GATA4,0
MAFK,TMEM41A,1
TCF4,JUND,0
POU5F1,SMAD3,1
ATF3,WDR36,1
GATA3,CALM2,1
INTS12,RXRA,1
PALB2,RBM28,0
NR2F1,TMEM242,1
ZBTB40,RBPJ,0
SUZ12,SSNA1,1
DMAP1,SPECC1,0
E2F6,BRIX1,1
SOX17,STAT1,0
RFX5,GSN,0
TET2,ZNF207,0
FOXH1,NUF2,0
PRDM1,GEMIN7,0
TFAP2C,NR5A2,0
SNAI2,NAT10,0
SALL4,ATG5,0
JUN,C4orf46,1
NANOG,DDX59,1
AFF1,MTRNR2L10,0
TET2,SNAPC5,1
TP63,FAM216A,1
CHD7,POLE3,1
KAT7,USF2,1
LEF1,CALM2,1
YY1,TRMT61B,1
TBL1X,DRG2,1
KDM3A,CTCF,0
FOS,PSMD6,1
ATF3,BMS1,1
RBPJ,UTP3,1
TP63,HIST1H4J,0
GATA6,CCDC92,1
NUP98,TIMM44,0
OTX2,GEMIN7,1
ZNF274,FAHD1,1
RYBP,FOXP1,0
CUL4A,OGDH,0
SP1,RANGAP1,1
TAF2,SOD2,0
TCF12,U2SURP,1
OTX2,SMAD2,1
SMAD2,NOL7,1
TET1,HMGXB3,0
CHD7,HSPE1,0
MAX,TMEM242,1
HSF1,TP63,0
YAP1,TACO1,1
TAF7,HINT3,1
LEF1,NMBR,0
SIX5,GALK2,1
NR5A2,HSPE1-MOB4,0
TP63,DHX40,1
FOSL1,SUGT1,0
CTBP2,CDK12,0
SOX2,CCDC92,1
BRCA1,SEC31A,1
HNF1B,SIN3A,0
ZNF143,POR,1
ATF3,ATAD2,1
BRCA1,JUN,0
PALB2,PLS1,0
KDM4A,GTF2H1,1
PAX6,DHRS13,0
WDHD1,RANBP1,0
JUN,PAX6,1
TBL1X,RABGAP1L,1
PRDM1,IFRD1,1
TAL1,PLS1,1
UBTF,BRD1,1
ZNF76,RGPD2,0
NR5A2,HELQ,0
JUN,BNIP1,1
YAP1,CCDC92,1
ATF3,C6orf89,1
BANP,TAF2,0
CTNNB1,PHF8,0
TP53,ZNF76,1
EOMES,ATF3,0
CEBPB,HIST1H4K,0
TBL1X,TAF1,0
CTBP2,NUP153,0
DMAP1,NIPBL,0
NUP153,PDE4D,0
ZNF274,TRIM28,0
HMGB1,COMMD1,0
RBM39,PRUNE2,0
EP300,IFRD1,1
USF1,SMARCA4,1
FOSL1,SUGT1,0
HNF1B,ADK,1
KDM2B,TMEM41A,1
ZNF589,NME1,0
PDX1,GATA3,1
NR2F1,GRWD1,1
HMGB1,RANBP1,0
TAL1,EIF2B3,1
EZH2,EI24,1
SOX2,FOXJ3,0
SOX2,PLS1,0
TCF4,HIST2H4B,0
GTF2F1,GFM2,1
BRD1,TAF7,0
RAD21,PLS1,1
TCF4,DCAF10,1
MXI1,HNRNPH1,1
MYC,GTF2H1,1
ZNF76,NECAP2,0
TAL1,AR,1
FOXA2,C4orf46,1
POU5F1,PCNA,1
DMAP1,ZNF3,1
KLF5,SLC33A1,1
NFYC,BRD4,0
SIRT6,OTX2,0
KAT5,PSMF1,0
SMAD1,PHTF2,1
HNF1B,GATA3,0
JMJD1C,SOD2,0
TAF2,OPA1,0
SP2,SAR1B,1
PALB2,NR1H3,0
TET2,RNF219,0
PCGF1,FOXH1,0
NR5A2,FOXA2,0
HAND2,TRIAP1,0
BRD1,KDM3A,0
NANOG,JMJD1C,1
ZNF331,KBTBD4,0
PCGF1,HDAC6,0
RBBP5,MTF2,1
SIRT6,SMC3,0
HAND2,DNAJC11,0
KAT7,LONP1,1
EOMES,NME1,1
BRCA1,JUN,0
CEBPB,PGAP2,1
TP53,CEP120,1
CDC73,SLC25A4,0
HDAC6,RPS19,0
EOMES,TACO1,0
TAF1,AHCYL1,1
KAT5,SAR1B,1
JMJD1C,HSF1,1
CTNNB1,NUP107,0
CTNNB1,WBP4,0
SAP30,COMMD1,1
FOXA1,HSPA9,1
SALL4,COMMD6,0
BRD1,HSP90AB1,1
FOS,PSMD3,1
JUN,CCDC124,1
HNF1B,SPG11,0
SALL4,CBWD5,0
RYBP,SIN3A,0
TAF2,DAB1,0
NIPBL,BRIX1,1
MAFK,WRAP53,1
RBM39,SLC4A2,0
YAP1,TFAP2A,0
GATA6,SPECC1,0
ADNP,SMARCA4,0
CTBP2,GRWD1,0
SIRT6,PCID2,1
SIRT6,UBB,1
WRNIP1,CCDC88A,0
HAND2,BRCA1,0
CREB1,MIPEP,1
USF1,RGPD2,1
KDM1A,MNAT1,1
RBPJ,DAB1,1
BRCA1,NUP98,1
TFAP2A,TMEM39A,1
WDHD1,SOX2,0
CTBP2,PBLD,0
HNF4A,POLG,1
SMC1A,ZFP91,0
KAT7,ABCA3,1
ASXL1,PRUNE2,0
BCL11A,EHD3,0
USF2,NOC3L,1
HDAC6,TP53,1
SUZ12,EIF1AD,1
DMAP1,CHD7,0
CREB1,SESN1,1
SMC1A,HNRNPH3,0
ZNF3,AHCYL2,0
KDM3A,TNPO1,1
FOS,ARL4A,1
NR2F2,TBL1X,1
RAD21,SLC3A2,1
PALB2,NDUFS3,1
CDC73,GOT2,0
HMGB1,UBTF,1
TET2,ZMPSTE24,1
ADNP,SESN1,0
GATA6,FRA10AC1,1
RBBP5,WDR31,1
HMGB1,C1QTNF6,0
TAF7,KDM4A,1
USF1,CCNC,1
MAX,GATA3,1
NUP98,TWISTNB,0
ZNF207,INTS12,0
BRD3,ANAPC13,1
ZNF207,RUVBL1,0
BACH1,C4orf46,0
CTNNB1,CLUAP1,0
EOMES,PCBP2,0
SP2,NR1H3,1
NUP153,HAND1,0
ATF3,FASTKD5,1
RBM39,TAF2,1
ZNF274,LEF1,0
PAX6,NOL7,0
UBTF,NOC3L,1
NR1H3,PRICKLE1,0
TCF4,MTRNR2L2,0
WDHD1,DSTYK,0
HDAC2,BACH1,1
YAP1,AP3B1,0
TBPL1,MRPS23,0
SIRT6,WRNIP1,0
SOX17,JMJD1C,0
WRNIP1,NME1,1
SIRT6,FAM133B,0
DMAP1,RPS7,1
TCF12,HEXB,1
TAF1,IFRD2,1
ZFP42,HMGB2,0
RBM39,WDR31,0
ZNF589,RPL5,0
CTNNB1,EEF1A1,0
KDM3A,FOSL1,0
KDM3A,NUP98,0
SOX17,AP3S2,1
KAT7,ZFP91,0
CTNNB1,SUGT1,0
USF2,HMGB1,1
PALB2,FOXH1,0
RBBP5,AHCYL2,1
DDX5,SLX1A,0
NUP153,CLTC,0
KDM5B,DNMBP,1
FOXH1,CDC25C,0
SMARCA4,AMOTL2,1
NFYC,HNRNPH3,0
BRD2,WDR11,1
KDM5A,MIPEP,1
YY1,DNMBP,1
TCF12,TCF4,1
SMC1A,GABPA,0
POU5F1,SF3A3,1
KDM5A,RPL27,1
HAND2,NMNAT1,0
SALL4,KDM4A,1
RXRA,COPS7B,1
NR5A2,FAM98B,1
DDX5,UBFD1,0
FOXM1,CAPS2,1
HDAC6,CALM1,1
HEY1,MTRNR2L6,0
RAD21,PDE4DIP,1
PCGF1,PRDM1,0
NIPBL,WDR43,1
KAT7,CDC73,0
FOXH1,SIRT6,0
HNRNPH1,ADNP,0
NANOG,PARP2,1
PDX1,AHCYL2,0
MXI1,GATA4,0
NFYC,EGR1,0
TBL1X,NDUFA6,0
PRDM1,STOML2,0
RBBP5,SREK1,1
TFAP2A,EPC1,1
SP4,OPA1,1
BCL11A,KLF4,0
HDAC6,FOXM1,0
NR1H3,RPS19,0
SIRT6,DARS2,0
HDAC2,BRD2,1
CTBP2,SF3A3,1
TBP,ZBTB40,1
CHD2,CHD1,1
TBL1X,KDM5B,1
MAFK,POLR2J3,0
SMAD3,PCID2,1
NR5A2,AMD1,0
SMAD1,DHX40,1
NUP98,EHD3,0
ASXL1,VEZT,0
SIRT6,PLK3,0
CTNNB1,TMEM9,0
BRD2,HIST2H4B,0
YAP1,SLC35A3,0
SRF,RAB6A,1
HAND2,CNPY2,0
AFF1,NUP107,1
CTNNB1,TET2,0
HMGB1,EIF2B4,0
GFI1B,ETFDH,1
CHD1,UBOX5,0
INTS12,EOMES,0
ZNF76,AQR,0
FOXM1,DNMT3B,1
HMGB2,NUDT15,0
NUP98,CCNC,0
TCF4,TFAP2C,0
SP4,TIGD6,1
ZNF207,NIPBL,1
EPC1,NOL11,0
SMAD3,MFSD8,1
PAX6,UBB,1
KDM4A,FOXJ3,1
PCBP2,HSPE1,0
INTS12,PLS1,1
FOXH1,BRCA1,0
SMAD3,BFSP1,1
KDM2B,MAN2C1,1
GATA6,RPL26,1
MYC,PGAP2,1
NR1H3,SMAD2,0
EGR1,PRICKLE1,1
HDAC2,CLUAP1,1
BRD1,NPAS4,0
HNRNPH1,CAMLG,0
ASXL1,IFRD1,0
ASXL1,CLUAP1,0
CHD2,HEXB,1
TEAD4,CEBPB,1
SP2,DNAJC11,1
ZNF589,HDAC6,1
RYBP,BCOR,0
NUP153,NR1H3,1
HDAC2,ANAPC13,1
JUN,FAM49B,0
ZFP91,SMARCA4,1
DNMT3B,CEP120,0
NR2F2,ACCS,0
SOX17,DDX20,0
HEY1,PTPN4,1
BCL11A,EPC1,1
UBTF,B3GALNT2,1
SAP30,MRPS18C,1
SMAD2,METTL9,1
GATA6,RUVBL1,1
KDM1A,WWOX,1
GFI1B,YAP1,0
PCGF1,CAB39L,1
TBPL1,BANP,0
RFX5,TFAP2C,0
DDX20,ANAPC2,0
KDM2B,KCTD5,1
SP1,PBLD,1
SP4,MRPS17,1
ZFP91,FAHD1,0
FOXN3,CCDC88A,0
PALB2,HSPH1,0
MXI1,DRG2,1
RYBP,MTF2,1
TRIM28,CATSPERD,1
HAND2,COMMD2,0
HDAC6,RPL26,1
CDK12,KDM1A,0
FOSL1,EI24,0
AFF1,PDE4D,1
ZFP91,SLC33A1,0
MAFK,TIMM44,1
LEF1,RPS6,0
CTNNB1,GNAL,1
HEY1,BOLA2B,0
MAFK,MIA3,1
ZNF331,KDM1A,0
SMARCA4,FASTKD5,1
PRDM1,CBWD5,0
AFF1,FOXM1,1
HAND2,PAAF1,0
PAX6,IGHMBP2,0
DNMT3B,EHD3,0
NR2F2,NUP54,1
RNF2,DNAJC6,1
KDM4A,SEC13,1
NUP98,CLUAP1,0
ZNF207,DDX20,0
SUZ12,SESN1,1
NFYC,POLR2J3,0
CEBPB,MAST4,1
SAP30,RNF2,0
GATA4,GARS,0
SIX5,PAX6,0
KAT7,CNPY2,0
DCP1A,PICALM,0
ASXL1,PDE4D,0
SIX5,DNAJC6,0
THAP11,SLX1A,0
WDHD1,MRPL44,0
TBL1X,ZNF274,0
FOXA2,USF1,1
PAX6,ZER1,0
USF1,RPS7,1
MLLT3,KBTBD6,0
DMAP1,MTRNR2L2,0
HMGB1,MATR3,0
NR2F1,EXD2,1
RYBP,GATA3,1
BACH1,SIX5,1
KAT7,HEXIM2,1
BCOR,SMG7,1
SUZ12,RPS6,1
FOXM1,HAND1,0
RNF2,DCP1A,1
JUND,DHX40,1
KLF5,SMG7,1
CUL4A,BACH1,0
EP300,FAM120B,1
SNAI2,RPS3A,0
PRDM1,CCDC124,0
USF1,TACC2,1
SMAD1,DDX59,1
MAX,EARS2,1
LEF1,GFM1,0
YAP1,MAN2C1,1
SMAD2,PIK3R3,1
GFI1B,USPL1,1
CDK12,HAND1,0
TAF1,RUVBL1,1
PALB2,NR1H3,0
SAP30,MTF2,1
HAND1,NDUFS7,0
TAF7,PAX6,0
SRF,DDX20,1
DDX5,UBE2D3,0
NUP98,ZFP91,0
CHD2,SOX17,1
DMAP1,PBLD,0
ATF2,TFAP2C,0
CTBP2,VPS33A,0
CUL4A,RPL26,0
SRF,INTS12,1
NR2F2,MDM2,1
SP2,SMAD3,1
MAFK,KDM5B,0
GATA4,LRRC37A3,1
ZBTB40,S100A13,0
WRNIP1,SLX1A,0
SP4,SLX1A,1
NR2F2,WDR31,1
RFX5,DHRS13,1
FOS,SIRT6,1
FOXA1,AMD1,1
KDM4A,OGDH,1
SMC1A,HNF1B,0
TCF4,MAN2C1,1
TAF1,TNPO1,1
RFX5,SAR1B,1
BACH1,SP1,0
WRNIP1,KLHL12,0
TET1,SP1,0
MAX,KLF4,1
RBM39,SMC3,0
PALB2,CTCF,0
ZFP42,HIGD2A,0
TFAP2C,WWC2,1
TEAD4,PLS1,1
ZNF207,CCDC92,0
SP4,CHD1,1
NANOG,C1QTNF6,1
NR2F2,ABCA3,1
FOS,FAM49B,0
NR1H3,BOLA2,0
SMAD4,NECAP2,1
FOXH1,DNAJC11,0
ZBTB40,SIX5,0
SOX17,USPL1,1
SOX2,MCOLN1,1
GATA4,ATAD2,1
PAX6,RFX5,0
CHD7,MIA3,0
EZH2,RNF219,0
GATA6,NOTCH2,0
HNF1B,IGHMBP2,1
DCP1A,SUZ12,0
KDM4A,PRUNE2,1
TFAP2C,CAB39L,1
ZNF3,FOSL1,0
KDM2B,HNF1B,0
KDM2B,KBTBD6,1
SIX5,JUN,0
SALL4,FOXA2,0
ASXL1,RAD1,0
NR2F1,HNRNPH3,0
RBPJ,SLX1A,0
EOMES,SMARCA4,0
KAT5,UBR4,0
BRD2,RBPJ,1
TRIM28,RNF2,1
NUP98,SECISBP2L,1
SMAD3,HSP90AB1,1
NRF1,MAST4,1
KDM3A,SIN3A,1
PAX6,YAP1,0
DNMT3B,GATA3,0
DMAP1,SUGT1,0
HDAC6,WDR11,0
ZBTB40,TRMT61B,0
KDM5A,STEAP2,0
CDK12,DCAF11,0
TET1,CEBPB,0
PCGF1,UBAP2,1
STAT3,GATA2,1
PALB2,JUN,0
RBM39,BRCA1,1
HEY1,RANGAP1,1
INTS12,BRD3,1
CDK12,CCDC59,0
ZNF3,EIF4E2,0
MXI1,HNF1B,0
INTS12,TET1,0
KDM4A,SLC4A2,1
BACH1,SREK1,0
YAP1,AMOTL2,1
NUP98,COMMD2,0
DNMT3B,EHD3,0
HNF1B,GRWD1,0
FOXH1,SLC25A36,0
USF2,NRF1,1
NUP98,FAM120B,0
ZFP42,TP63,0
RFX5,HNRNPH3,0
HNF4A,DRG2,1
ZNF76,MED23,1
CHD2,WDR43,1
SP4,STX16,1
SIN3A,TBL1X,1
TAF1,METTL1,1
TAF2,STOML2,0
CHD1,GABPA,1
JMJD1C,RBPJ,0
PCGF1,KDM5A,0
FOSL1,PCNA,0
BRCA1,CCDC77,1
PALB2,ZBTB45,0
MLLT3,UBOX5,0
KLF4,PCGF1,1
SP4,CBWD3,1
TP53,GBA,1
MLLT3,ACIN1,0
HNRNPH1,MED23,0
SIRT6,COX16,0
BRD2,WDFY2,1
CEBPB,NDUFS7,1
RBM39,TIGD1,1
ZNF331,ADNP,0
SMAD1,POLR2J3,0
NUP153,PBLD,1
DDX5,UBOX5,1
HMGB2,ZFP42,0
CDK12,NSA2,1
RNF2,HDAC6,1
MLLT3,RAD21,0
TCF4,TRDMT1,0
DDX20,BCOR,0
SIX5,BRIX1,1
FOS,NOTCH2,0
CEBPB,RRM1,1
HDAC2,AFF1,1
DDX5,MCEE,1
BRD4,DDX5,1
KDM3A,PDRG1,0
CDC73,HIST1H4K,0
EGR1,SLC25A4,1
LEF1,NR1H3,1
DNMT3B,MFSD8,0
GFI1B,DTWD1,1
ATF2,AFF1,1
TCF4,CBWD5,0
BRD4,AP3B1,1
SIX5,HEY1,0
PHB2,PES1,0
NRF1,BANF1,1
KLF4,GATA3,1
SMARCA4,TBL3,1
NR5A2,OTX2,0
POU5F1,COMMD1,1
PAX7,KPNB1,0
ZBTB40,SH2B1,1
SIX5,NMBR,0
NR5A2,HINT3,0
SAP30,RBM39,1
TEAD4,OTX2,1
NUP153,TFAP2A,0
PAX6,STRA6,0
NR1H3,C1QTNF6,0
BRCA1,LEF1,1
TFAP2C,TBC1D19,1
GATA2,DTWD1,1
SAP30,SMAD4,1
SP4,EGR1,1
AR,PDE4DIP,1
TBL1X,GATA4,0
SOX17,RWDD1,0
EOMES,RPL27,1
ZFP91,FGD6,0
SMC1A,WRNIP1,1
HNRNPH1,SOX9,0
RAD21,GATA3,1
RBM39,DENR,1
SP2,FRA10AC1,1
PALB2,WRAP53,1
CHD7,HPD,1
YY1,CALM2,1
TBL1X,EFCAB7,1
DDX5,RFX5,1
LEF1,PES1,0
CTNNB1,ZNF143,0
EZH2,ETFDH,1
SNAI2,OTX2,0
KDM2B,SH2B1,1
KDM1A,BOLA2,0
CDK12,CBWD6,0
GFI1B,SRF,1
BCOR,CALM1,1
TET2,FGD6,1
BCOR,NPAS4,1
LEF1,HAND1,0
