Gene1,Gene2,label
NANOG,CCDC59,1.0
NANOG,CREB1,0.0
NANOG,DTWD1,1.0
NANOG,OGDH,1.0
NANOG,BRIX1,1.0
NANOG,FAM120B,1.0
NANOG,EEF1A1,1.0
NANOG,BRD4,0.0
NANOG,RNF43,1.0
NANOG,U2SURP,1.0
NANOG,JUND,0.0
NANOG,SAR1B,1.0
NANOG,CEP120,1.0
NANOG,SSNA1,1.0
NANOG,SOX17,0.0
NANOG,CCNG2,1.0
NANOG,TBPL1,1.0
NANOG,FBXO31,1.0
NANOG,C12orf73,1.0
NANOG,RPL37,1.0
NANOG,GALK2,1.0
NANOG,ACCS,1.0
NANOG,CALM1,1.0
NANOG,TMEM101,1.0
NANOG,CBWD6,1.0
NANOG,TMEM9,1.0
NANOG,MNAT1,1.0
NANOG,NR1H3,1.0
NANOG,CUL4A,1.0
NANOG,RAB6A,1.0
NANOG,TP63,0.0
NANOG,SOD2,1.0
NANOG,COMMD1,1.0
NANOG,LRRC37A3,1.0
NANOG,HAND2,0.0
NANOG,SPG11,1.0
NANOG,BCOR,0.0
NANOG,DRG2,1.0
NANOG,MTRNR2L10,1.0
NANOG,NBPF1,1.0
NANOG,MTRNR2L6,1.0
NANOG,PHB2,1.0
NANOG,SLC3A2,1.0
NANOG,PARK7,1.0
NANOG,GTF2H2C,1.0
NANOG,FRA10AC1,1.0
NANOG,SF3B5,1.0
NANOG,SF3A3,1.0
NANOG,BANP,1.0
NANOG,DDX5,1.0
NANOG,HEXB,1.0
NANOG,RPL26,1.0
NANOG,NDUFS3,0.0
NANOG,POLE3,1.0
NANOG,AFF1,1.0
NANOG,PAX6,0.0
NANOG,HSPH1,1.0
NANOG,EIF2B3,1.0
NANOG,TATDN3,1.0
NANOG,MRPL24,1.0
NANOG,TRIM37,1.0
NANOG,NCBP2,1.0
NANOG,HMGB2,1.0
NANOG,HIST2H4A,1.0
NANOG,MRPS17,1.0
NANOG,WDR11,1.0
NANOG,RPS29,1.0
NANOG,DCP1A,1.0
NANOG,RPS7,1.0
NANOG,PARP2,1.0
NANOG,AURKAIP1,1.0
NANOG,POLG,1.0
NANOG,RABGAP1L,1.0
NANOG,NRL,1.0
NANOG,HIGD2A,1.0
NANOG,PSMD3,1.0
NANOG,NCOA7,1.0
NANOG,PSMD6,1.0
NANOG,FAM133B,1.0
NANOG,CCDC92,1.0
NANOG,MRPL44,1.0
NANOG,GOT2,1.0
NANOG,SLC39A3,1.0
NANOG,WDPCP,1.0
NANOG,NAA38,1.0
NANOG,SPECC1,1.0
NANOG,FOXA1,0.0
NANOG,NDUFA6,1.0
NANOG,NUP107,1.0
NANOG,SMARCD2,1.0
NANOG,NME1,1.0
NANOG,MIA3,1.0
NANOG,PES1,1.0
NANOG,CDC73,1.0
NANOG,AMD1,1.0
NANOG,HSPA9,1.0
NANOG,PBLD,1.0
NANOG,DHRS13,1.0
NANOG,GFM1,1.0
NANOG,WDHD1,1.0
NANOG,HIST1H4J,1.0
NANOG,OPA1,1.0
NANOG,EIF4E2,1.0
NANOG,SERP1,1.0
NANOG,RANBP2,1.0
NANOG,PARL,1.0
NANOG,BOLA2B,1.0
NANOG,BOLA2,1.0
NANOG,TMEM242,1.0
NANOG,IGHMBP2,1.0
NANOG,AQR,1.0
NANOG,OTX2,0.0
NANOG,FAM49B,1.0
NANOG,HSP90AB1,0.0
NANOG,CAB39L,1.0
NANOG,NFX1,1.0
NANOG,ZCCHC4,1.0
NANOG,VPS33A,1.0
NANOG,NOL7,0.0
NANOG,MTIF2,1.0
NANOG,FOXP1,0.0
NANOG,PGAP2,1.0
NANOG,METAP1D,1.0
NANOG,MRPS31,1.0
NANOG,EZH2,0.0
NANOG,C6orf89,1.0
NANOG,CDKL3,1.0
NANOG,PPIP5K2,1.0
NANOG,CBWD5,1.0
NANOG,BRD2,0.0
NANOG,SMAD2,0.0
NANOG,SEC31A,1.0
NANOG,PDRG1,1.0
NANOG,CAMLG,1.0
NANOG,KLF5,0.0
NANOG,DNAJC6,1.0
NANOG,NPAS4,1.0
NANOG,SLC25A26,1.0
NANOG,DIAPH1,1.0
NANOG,CCDC150,1.0
NANOG,USP30,0.0
NANOG,TEFM,1.0
NANOG,CTDP1,1.0
NANOG,ACIN1,1.0
NANOG,SESN1,0.0
NANOG,MRPS18C,1.0
NANOG,SREK1,1.0
NANOG,MTRNR2L8,1.0
NANOG,KPNB1,1.0
NANOG,RIF1,1.0
NANOG,JMJD1C,1.0
NANOG,TET2,0.0
NANOG,NOP14,1.0
NANOG,RBM39,1.0
NANOG,TET1,0.0
NANOG,TRDMT1,1.0
NANOG,PPIL4,1.0
NANOG,CCDC90B,1.0
NANOG,DNMBP,1.0
NANOG,MRPS23,1.0
NANOG,HINT3,1.0
NANOG,COX16,1.0
NANOG,TWISTNB,1.0
NANOG,LRRC59,1.0
NANOG,ZNF331,1.0
NANOG,DPP9,1.0
NANOG,ZNF207,0.0
NANOG,ATF2,0.0
NANOG,TFAP2A,0.0
NANOG,TRAPPC3,1.0
NANOG,MFSD8,1.0
NANOG,C4orf46,1.0
NANOG,MXI1,1.0
NANOG,HELQ,1.0
NANOG,MARCH7,1.0
NANOG,GARS,1.0
NANOG,TRIP4,1.0
NANOG,NDUFS7,1.0
NANOG,GEMIN7,1.0
NANOG,RPS3A,1.0
NANOG,NOC3L,1.0
NANOG,WWOX,1.0
NANOG,USP53,1.0
NANOG,CNPY2,1.0
NANOG,TBC1D22A,1.0
NANOG,COPS2,1.0
NANOG,UBE2D3,1.0
NANOG,CELSR3,1.0
NANOG,DMAP1,1.0
NANOG,PTPN4,0.0
NANOG,UBB,1.0
NANOG,PSMF1,1.0
NANOG,KAT5,1.0
NANOG,GTF3C3,1.0
NANOG,JUN,0.0
NANOG,WWC2,1.0
NANOG,METTL1,1.0
NANOG,AP2B1,1.0
NANOG,SEC22C,1.0
NANOG,MED23,1.0
NANOG,STOML2,1.0
NANOG,NUP153,1.0
NANOG,THAP5,0.0
NANOG,MAPK1IP1L,1.0
NANOG,CENPL,1.0
NANOG,PDE4DIP,1.0
NANOG,USP15,0.0
NANOG,TACC2,1.0
NANOG,NAT10,1.0
NANOG,GLOD4,0.0
NANOG,SLC24A1,1.0
NANOG,POU5F1,0.0
NANOG,ZNF3,1.0
NANOG,POLDIP3,1.0
NANOG,STX16,1.0
NANOG,EARS2,1.0
NANOG,DHX40,0.0
NANOG,CCDC107,1.0
NANOG,NUP98,0.0
NANOG,DNAJB9,0.0
NANOG,COX18,1.0
NANOG,UBE2B,1.0
NANOG,ADK,1.0
NANOG,HNRNPD,1.0
NANOG,PALB2,1.0
NANOG,CBWD3,1.0
NANOG,SMAD4,0.0
NANOG,CGGBP1,1.0
NANOG,RANGAP1,0.0
NANOG,PLS1,1.0
NANOG,ADNP,1.0
NANOG,SOX9,0.0
NANOG,GTF2H2,1.0
NANOG,PPP1R12B,1.0
NANOG,KLHL12,1.0
NANOG,CDC25C,1.0
NANOG,TAF2,0.0
NANOG,GATA6,0.0
NANOG,PICALM,1.0
NANOG,MRPL39,1.0
NANOG,NFYC,1.0
NANOG,GBA,1.0
NANOG,RGPD2,1.0
NANOG,POLR3B,1.0
NANOG,RRM1,0.0
NANOG,KDM5A,0.0
NANOG,UBOX5,1.0
NANOG,SMC3,1.0
NANOG,DNAJC25-GNG10,1.0
NANOG,RAD1,1.0
NANOG,AHCYL2,1.0
NANOG,EHD3,1.0
NANOG,CCNC,1.0
NANOG,SNAI2,0.0
NANOG,KAT7,1.0
NANOG,CLTC,1.0
NANOG,ANAPC2,1.0
NANOG,KIF22,1.0
NANOG,HIST1H4C,1.0
NANOG,NMNAT1,1.0
NANOG,RANBP1,1.0
NANOG,AP4B1,1.0
NANOG,IPO13,1.0
NANOG,EGR1,0.0
NANOG,EOMES,0.0
NANOG,ATR,1.0
NANOG,MPHOSPH10,0.0
NANOG,SUGT1,1.0
NANOG,PIK3R3,1.0
NANOG,PEX3,1.0
NANOG,TAF1,0.0
NANOG,TP53,1.0
NANOG,HSPD1,1.0
NANOG,FOSL1,0.0
NANOG,RNF219,1.0
NANOG,UTP3,1.0
NANOG,HEXIM2,1.0
NANOG,GSN,1.0
NANOG,CACYBP,0.0
NANOG,SMC1A,0.0
NANOG,SIRT6,0.0
NANOG,NSUN6,1.0
NANOG,NOL11,1.0
NANOG,SNRPB2,1.0
NANOG,VEZT,1.0
NANOG,INTS5,1.0
NANOG,WRAP53,1.0
NANOG,NSL1,1.0
NANOG,HMGXB3,1.0
NANOG,KRR1,1.0
NANOG,KIAA0895,1.0
NANOG,ZNF785,1.0
NANOG,VTA1,1.0
NANOG,TCF12,1.0
NANOG,CPPED1,1.0
NANOG,NUP54,1.0
NANOG,SRF,0.0
NANOG,EPC1,1.0
NANOG,WRNIP1,1.0
NANOG,RBM28,1.0
NANOG,FEM1A,1.0
NANOG,GSTA4,1.0
NANOG,CCNT1,1.0
NANOG,POLR2J3,1.0
NANOG,COPS4,1.0
NANOG,HAGH,1.0
NANOG,CLUAP1,1.0
NANOG,PHTF2,1.0
NANOG,PET117,1.0
NANOG,PDX1,0.0
NANOG,SNRPE,1.0
NANOG,SRSF2,1.0
NANOG,USF1,0.0
NANOG,CDK12,1.0
NANOG,PCBP2,1.0
NANOG,STX18,1.0
NANOG,NRF1,0.0
NANOG,ERLIN2,1.0
NANOG,YAP1,0.0
NANOG,SIX5,0.0
NANOG,FGD6,1.0
NANOG,HSPE1,1.0
NANOG,HNRNPH1,1.0
NANOG,PLK3,1.0
NANOG,SLX1B,1.0
NANOG,RPS13,1.0
NANOG,ASXL1,1.0
NANOG,NECAP2,1.0
NANOG,TMEM39A,1.0
NANOG,WDR43,1.0
NANOG,KBTBD6,1.0
NANOG,SEC13,1.0
NANOG,CCDC124,1.0
NANOG,SNAPC5,1.0
NANOG,GFI1B,1.0
NANOG,HIST2H4B,1.0
NANOG,DENR,0.0
NANOG,SMARCA4,0.0
NANOG,EIF2A,1.0
NANOG,NUDT15,1.0
NANOG,NUF2,1.0
NANOG,DDX18,1.0
NANOG,RC3H2,1.0
NANOG,PGBD4,1.0
NANOG,GTF2H3,1.0
NANOG,ZBTB45,1.0
NANOG,EXD2,1.0
NANOG,HMGB1,1.0
NANOG,STRA6,1.0
NANOG,SLC36A1,1.0
NANOG,LONP1,1.0
NANOG,SCML1,1.0
NANOG,TUFM,1.0
NANOG,KBTBD4,0.0
NANOG,KIF15,1.0
NANOG,DCAF10,1.0
NANOG,ARL4A,1.0
NANOG,DCLRE1B,1.0
NANOG,MRPS15,1.0
NANOG,THAP11,0.0
NANOG,KCTD5,1.0
NANOG,STAT3,1.0
NANOG,B3GALNT2,0.0
NANOG,SEC62,1.0
NANOG,CALM2,1.0
NANOG,KIFC3,1.0
NANOG,GTF2H1,1.0
NANOG,TACO1,1.0
NANOG,MATR3,1.0
NANOG,INO80C,1.0
NANOG,DDX20,0.0
NANOG,IFRD2,1.0
NANOG,SP4,0.0
NANOG,PLEKHM3,0.0
NANOG,CDC123,1.0
NANOG,HNRNPH3,1.0
NANOG,GNAI2,1.0
NANOG,GNAL,1.0
NANOG,UCHL1,1.0
NANOG,HPS5,1.0
NANOG,SECISBP2L,1.0
NANOG,TBL3,1.0
NANOG,CHD9,1.0
NANOG,MTF2,1.0
NANOG,STAT1,1.0
NANOG,SRP19,1.0
NANOG,RWDD1,1.0
NANOG,ZNF76,1.0
NANOG,GPN3,1.0
NANOG,LAMP1,1.0
NANOG,BMS1,1.0
NANOG,AP3S2,1.0
NANOG,EXD1,1.0
NANOG,DNAJB12,1.0
NANOG,TNPO1,1.0
NANOG,ZER1,0.0
NANOG,PAFAH2,1.0
NANOG,CATSPERD,1.0
NANOG,THAP2,0.0
NANOG,DDX59,1.0
NANOG,COMMD6,1.0
NANOG,TMEM41A,0.0
NANOG,TFAP2C,0.0
NANOG,TRIAP1,1.0
NANOG,SMG5,1.0
NANOG,FOXM1,0.0
NANOG,NMBR,1.0
NANOG,BFSP1,1.0
NANOG,WDFY2,1.0
NANOG,REST,0.0
NANOG,SLC25A36,1.0
NANOG,KDM4A,0.0
NANOG,DAB1,0.0
NANOG,EIF3F,1.0
NANOG,ZFP91,1.0
NANOG,FOXN3,1.0
NANOG,TBL1X,1.0
NANOG,KDM3A,1.0
NANOG,ZNF589,1.0
NANOG,EI24,1.0
NANOG,RBBP5,1.0
NANOG,FAM76A,1.0
NANOG,PDE4D,1.0
NANOG,EYA1,1.0
NANOG,EIF2B4,1.0
NANOG,FOXJ3,0.0
NANOG,DSTYK,1.0
NANOG,CAPS2,1.0
NANOG,CDK5RAP1,1.0
NANOG,SLX1A,1.0
NANOG,ATAD2,1.0
NANOG,WDR31,1.0
NANOG,RPS19,1.0
ATF2,RUVBL1,1.0
ATF2,RAB37,1.0
ATF2,WDR36,1.0
ATF2,YTHDF2,1.0
ATF2,TIGD6,1.0
ATF2,GSTCD,1.0
ATF2,FAHD1,1.0
ATF2,UBR4,1.0
ATF2,ETFDH,1.0
ATF2,ATF3,0.0
ATF2,FOS,0.0
ATF2,ZMPSTE24,1.0
ATF2,SOCS4,1.0
ATF2,SSBP1,1.0
ATF2,TRMT2A,1.0
ATF2,ATG5,1.0
ATF2,C1QTNF6,1.0
ATF2,GATA3,0.0
ATF2,NR2F2,0.0
ATF2,TRIM28,0.0
ATF2,ACP2,1.0
ATF2,MTRNR2L2,1.0
ATF2,BANF1,1.0
ATF2,LUC7L2,1.0
ATF2,TIMM22,1.0
ATF2,PCID2,1.0
ATF2,MDM2,1.0
ATF2,LIG4,1.0
ATF2,DST,1.0
ATF2,MEST,1.0
ATF2,MIPEP,0.0
ATF2,EIF2B1,1.0
ATF2,RNF141,1.0
ATF2,SMG7,1.0
ATF2,HSPE1-MOB4,1.0
ATF2,EFCAB7,1.0
ATF2,AHCYL1,1.0
ATF2,PAAF1,1.0
ATF2,STEAP2,1.0
ATF2,DARS2,1.0
ATF2,AR,0.0
ATF2,TRMT61B,1.0
ATF2,HIST1H4K,1.0
ATF2,G3BP1,1.0
ATF2,BACH1,0.0
ATF2,MAN2C1,1.0
ATF2,C10orf88,1.0
ATF2,HPD,1.0
ATF2,AMOTL2,1.0
ATF2,SLC33A1,1.0
ATF2,COMMD2,1.0
ATF2,RFX5,0.0
ATF2,CTNNB1,1.0
ATF2,ALG3,1.0
ATF2,ZBTB40,1.0
ATF2,RBPJ,1.0
ATF2,CCDC77,1.0
ATF2,MCOLN1,1.0
ATF2,SP1,0.0
ATF2,AP3B1,1.0
ATF2,PCNA,1.0
ATF2,POR,1.0
ATF2,SSBP2,1.0
ATF2,SLC35A3,1.0
ATF2,KDM1A,1.0
ATF2,EIF2D,1.0
ATF2,FAF1,1.0
ATF2,LEF1,0.0
ATF2,TUT1,1.0
ATF2,GTPBP10,1.0
ATF2,RPL27,1.0
ATF2,SEC14L1,1.0
ATF2,UBFD1,1.0
ATF2,ADAT2,1.0
ATF2,TBC1D19,1.0
ATF2,PPIH,1.0
ATF2,FAM216A,1.0
ATF2,UBTF,0.0
ATF2,GRWD1,1.0
ATF2,BNIP1,1.0
ATF2,NOLC1,1.0
ATF2,FASTKD5,1.0
ATF2,HSF1,0.0
ATF2,GATA2,0.0
ATF2,TEAD4,0.0
ATF2,COPS7B,1.0
ATF2,PRUNE2,1.0
ATF2,ALG10B,1.0
ATF2,ANAPC13,0.0
ATF2,EMG1,1.0
ATF2,RPL5,1.0
ATF2,PRICKLE1,1.0
ATF2,RAD21,0.0
ATF2,SALL4,0.0
ATF2,MAST4,0.0
ATF2,RPS6,1.0
ATF2,TIGD1,1.0
ATF2,SH2B1,1.0
ATF2,MRPL21,1.0
ATF2,INTS12,1.0
ATF2,IFRD1,1.0
ATF2,CTCF,0.0
ATF2,SECISBP2,1.0
ATF2,PSMA1,1.0
ATF2,CCDC59,1.0
ATF2,CCNL1,1.0
ATF2,CREB1,0.0
ATF2,DTWD1,1.0
ATF2,OGDH,1.0
ATF2,BRIX1,1.0
ATF2,FAM120B,0.0
ATF2,EEF1A1,1.0
ATF2,RNF43,1.0
ATF2,U2SURP,1.0
ATF2,JUND,0.0
ATF2,SAR1B,1.0
ATF2,CEP120,1.0
ATF2,SSNA1,1.0
ATF2,CCDC88A,1.0
ATF2,CCNG2,1.0
ATF2,TBPL1,1.0
ATF2,FBXO31,1.0
ATF2,C12orf73,1.0
ATF2,EIF1AD,1.0
ATF2,RPL37,1.0
ATF2,GALK2,1.0
ATF2,ACCS,1.0
ATF2,CALM1,1.0
ATF2,NANOG,0.0
ATF2,TMEM101,1.0
ATF2,CBWD6,1.0
ATF2,TMEM9,1.0
ATF2,MNAT1,1.0
ATF2,NR1H3,1.0
ATF2,CUL4A,1.0
ATF2,NOTCH2,0.0
ATF2,RAB6A,1.0
ATF2,SOD2,1.0
ATF2,COMMD1,1.0
ATF2,LRRC37A3,1.0
ATF2,SPG11,1.0
ATF2,BCOR,0.0
ATF2,DRG2,1.0
ATF2,MTRNR2L10,1.0
ATF2,MTRNR2L6,1.0
ATF2,PHB2,1.0
ATF2,SLC3A2,1.0
ATF2,PARK7,1.0
ATF2,GTF2H2C,1.0
ATF2,FRA10AC1,1.0
ATF2,SF3B5,1.0
ATF2,SF3A3,1.0
ATF2,CHD1,0.0
ATF2,BANP,1.0
ATF2,CTBP2,0.0
ATF2,DDX5,1.0
ATF2,RPL26,1.0
ATF2,NDUFS3,1.0
ATF2,POLE3,1.0
ATF2,HSPH1,1.0
ATF2,EIF2B3,1.0
ATF2,TATDN3,1.0
ATF2,MRPL24,1.0
ATF2,TRIM37,1.0
ATF2,NCBP2,1.0
ATF2,HIST2H4A,1.0
ATF2,MRPS17,1.0
ATF2,WDR11,1.0
ATF2,RPS29,1.0
ATF2,DCP1A,1.0
ATF2,RPS7,1.0
ATF2,PARP2,1.0
ATF2,AURKAIP1,1.0
ATF2,POLG,1.0
ATF2,RABGAP1L,1.0
ATF2,NRL,0.0
ATF2,HIGD2A,1.0
ATF2,PSMD3,1.0
ATF2,NCOA7,1.0
ATF2,BCAR3,1.0
ATF2,PSMD6,1.0
ATF2,WBP4,1.0
ATF2,FAM133B,1.0
ATF2,CCDC92,1.0
ATF2,MRPL44,1.0
ATF2,GOT2,1.0
ATF2,SLC39A3,1.0
ATF2,WDPCP,1.0
ATF2,NAA38,1.0
ATF2,NDUFA6,0.0
ATF2,NUP107,1.0
ATF2,SMARCD2,1.0
ATF2,MCEE,1.0
ATF2,NME1,1.0
ATF2,MIA3,1.0
ATF2,PES1,1.0
ATF2,CDC73,1.0
ATF2,AMD1,1.0
ATF2,HSPA9,1.0
ATF2,PBLD,1.0
ATF2,DHRS13,1.0
ATF2,WDHD1,1.0
ATF2,GATA4,0.0
ATF2,HIST1H4J,1.0
ATF2,OPA1,1.0
ATF2,EIF4E2,1.0
ATF2,SERP1,1.0
ATF2,RANBP2,1.0
ATF2,PARL,1.0
ATF2,BOLA2B,1.0
ATF2,BOLA2,1.0
ATF2,TMEM242,1.0
ATF2,IGHMBP2,1.0
ATF2,AQR,1.0
ATF2,FAM49B,1.0
ATF2,HSP90AB1,1.0
ATF2,CAB39L,1.0
ATF2,NFX1,1.0
ATF2,ZCCHC4,1.0
ATF2,VPS33A,1.0
ATF2,NOL7,1.0
ATF2,MTIF2,1.0
ATF2,BRCA1,0.0
ATF2,PGAP2,1.0
ATF2,METAP1D,1.0
ATF2,MRPS31,1.0
ATF2,EZH2,0.0
ATF2,C6orf89,1.0
ATF2,CDKL3,1.0
ATF2,ABCA3,1.0
ATF2,PPIP5K2,1.0
ATF2,CBWD5,1.0
ATF2,SEC31A,1.0
ATF2,PDRG1,1.0
ATF2,CAMLG,1.0
ATF2,DNAJC6,1.0
ATF2,NPAS4,1.0
ATF2,DNMT3B,0.0
ATF2,SLC25A26,1.0
ATF2,DIAPH1,1.0
ATF2,CCDC150,1.0
ATF2,USP30,1.0
ATF2,TEFM,1.0
ATF2,CTDP1,1.0
ATF2,ACIN1,0.0
ATF2,SESN1,1.0
ATF2,MRPS18C,1.0
ATF2,SREK1,1.0
ATF2,MTRNR2L8,1.0
ATF2,KPNB1,1.0
ATF2,RIF1,1.0
ATF2,JMJD1C,1.0
ATF2,TET2,0.0
ATF2,ZNF165,1.0
ATF2,NOP14,1.0
ATF2,RBM39,1.0
ATF2,UBAP2,1.0
ATF2,TET1,0.0
ATF2,TRDMT1,1.0
ATF2,METTL9,1.0
ATF2,PPIL4,1.0
ATF2,CCDC90B,1.0
ATF2,DNMBP,1.0
ATF2,MRPS23,1.0
ATF2,HINT3,1.0
ATF2,COX16,1.0
ATF2,TWISTNB,1.0
ATF2,NSA2,1.0
ATF2,SOX2,0.0
ATF2,LRRC59,1.0
ATF2,ZNF331,1.0
ATF2,DPP9,1.0
ATF2,ZNF207,0.0
ATF2,ATF2,0.0
ATF2,TRAPPC3,1.0
ATF2,MFSD8,1.0
ATF2,GABPA,0.0
ATF2,C4orf46,1.0
ATF2,MXI1,1.0
ATF2,HELQ,1.0
ATF2,MARCH7,1.0
ATF2,GARS,1.0
ATF2,TRIP4,1.0
ATF2,NDUFS7,1.0
ATF2,RPS3A,1.0
ATF2,NOC3L,1.0
ATF2,FOXA2,0.0
ATF2,WWOX,1.0
ATF2,USP53,1.0
ATF2,CNPY2,1.0
ATF2,TBC1D22A,1.0
ATF2,COPS2,1.0
ATF2,UBE2D3,1.0
ATF2,CELSR3,1.0
ATF2,DMAP1,1.0
ATF2,PTPN4,1.0
ATF2,UBB,1.0
ATF2,PSMF1,1.0
ATF2,KAT5,1.0
ATF2,UCHL3,1.0
ATF2,GTF3C3,1.0
ATF2,JUN,0.0
ATF2,WWC2,1.0
ATF2,METTL1,1.0
ATF2,AP2B1,1.0
ATF2,SEC22C,1.0
ATF2,MED23,1.0
ATF2,STOML2,1.0
ATF2,NUP153,1.0
ATF2,THAP5,1.0
ATF2,MAPK1IP1L,1.0
ATF2,CENPL,1.0
ATF2,PDE4DIP,1.0
ATF2,USP15,1.0
ATF2,TACC2,1.0
ATF2,NAT10,1.0
ATF2,GLOD4,1.0
ATF2,USPL1,1.0
ATF2,SLC24A1,1.0
ATF2,POU5F1,0.0
ATF2,ZNF3,1.0
ATF2,POLDIP3,1.0
ATF2,STX16,1.0
ATF2,EARS2,1.0
ATF2,DHX40,1.0
ATF2,CCDC107,1.0
ATF2,DNAJB9,1.0
ATF2,COX18,1.0
ATF2,UBE2B,1.0
ATF2,ADK,1.0
ATF2,HNRNPD,0.0
ATF2,PALB2,1.0
ATF2,CBWD3,1.0
ATF2,SMAD4,0.0
ATF2,CGGBP1,1.0
ATF2,RANGAP1,0.0
ATF2,PLS1,1.0
ATF2,ADNP,1.0
ATF2,S100A13,1.0
ATF2,GTF2H2,1.0
ATF2,SIN3A,0.0
ATF2,PPP1R12B,1.0
ATF2,HDAC6,0.0
ATF2,KLHL12,1.0
ATF2,FAM98B,1.0
ATF2,CDC25C,1.0
ATF2,TAF2,0.0
ATF2,PICALM,1.0
ATF2,SLC25A4,1.0
ATF2,NFYC,1.0
ATF2,GBA,1.0
ATF2,RGPD2,1.0
ATF2,POLR3B,1.0
ATF2,RRM1,1.0
ATF2,KDM5A,0.0
ATF2,UBOX5,1.0
ATF2,SMC3,1.0
ATF2,DNAJC25-GNG10,1.0
ATF2,RAD1,1.0
ATF2,AHCYL2,0.0
ATF2,EHD3,1.0
ATF2,CCNC,1.0
ATF2,KAT7,1.0
ATF2,CLTC,1.0
ATF2,ANAPC2,1.0
ATF2,KIF22,0.0
ATF2,HIST1H4C,1.0
ATF2,NMNAT1,1.0
ATF2,RANBP1,1.0
ATF2,AP4B1,1.0
ATF2,IPO13,1.0
ATF2,EGR1,0.0
ATF2,ATR,1.0
ATF2,MPHOSPH10,1.0
ATF2,SUGT1,1.0
ATF2,PIK3R3,1.0
ATF2,PEX3,1.0
ATF2,TP53,1.0
ATF2,HSPD1,1.0
ATF2,ZFP42,0.0
ATF2,FOSL1,0.0
ATF2,RNF219,1.0
ATF2,UTP3,1.0
ATF2,HEXIM2,1.0
ATF2,GSN,1.0
ATF2,CACYBP,1.0
ATF2,NSUN6,1.0
ATF2,NOL11,1.0
ATF2,SNRPB2,1.0
ATF2,VEZT,1.0
ATF2,INTS5,1.0
ATF2,WRAP53,1.0
ATF2,NSL1,1.0
ATF2,HMGXB3,1.0
ATF2,KRR1,1.0
ATF2,KIAA0895,1.0
ATF2,ZNF785,1.0
ATF2,VTA1,1.0
ATF2,TCF12,1.0
ATF2,CPPED1,1.0
ATF2,NUP54,1.0
ATF2,GFM2,1.0
ATF2,SRF,0.0
